price,town,county,year
285000,NORWICH,NORFOLK,2024
470000,NORWICH,NORFOLK,2024
255000,ATTLEBOROUGH,NORFOLK,2024
375000,GREAT YARMOUTH,NORFOLK,2024
270000,THETFORD,NORFOLK,2024
212000,DEREHAM,NORFOLK,2024
160000,DOWNHAM MARKET,NORFOLK,2024
227500,NORWICH,NORFOLK,2024
875000,NORWICH,NORFOLK,2024
244000,NORWICH,NORFOLK,2024
166000,GREAT YARMOUTH,NORFOLK,2024
310500,NORWICH,NORFOLK,2024
400000,NORWICH,NORFOLK,2024
240000,NORTH WALSHAM,NORFOLK,2024
286000,HOLT,NORFOLK,2024
195000,SWAFFHAM,NORFOLK,2024
315000,NORWICH,NORFOLK,2024
312000,SHERINGHAM,NORFOLK,2024
280000,NORWICH,NORFOLK,2024
410000,NORWICH,NORFOLK,2024
100000,GREAT YARMOUTH,NORFOLK,2024
350000,NORWICH,NORFOLK,2024
281500,NORWICH,NORFOLK,2024
210000,DOWNHAM MARKET,NORFOLK,2024
275000,WYMONDHAM,NORFOLK,2024
248000,IPSWICH,SUFFOLK,2024
380000,NEWMARKET,SUFFOLK,2024
200000,IPSWICH,SUFFOLK,2024
265000,STOWMARKET,SUFFOLK,2024
162000,IPSWICH,SUFFOLK,2024
140000,IPSWICH,SUFFOLK,2024
290000,BURY ST EDMUNDS,SUFFOLK,2024
220000,WOODBRIDGE,SUFFOLK,2024
212200,IPSWICH,SUFFOLK,2024
233000,LEISTON,SUFFOLK,2024
1020000,STOWMARKET,SUFFOLK,2024
240000,IPSWICH,SUFFOLK,2024
255000,FELIXSTOWE,SUFFOLK,2024
125000,LOWESTOFT,SUFFOLK,2024
223000,HAVERHILL,SUFFOLK,2024
253110,IPSWICH,SUFFOLK,2024
2000000,MANNINGTREE,SUFFOLK,2024
314338,IPSWICH,SUFFOLK,2024
335845,IPSWICH,SUFFOLK,2024
155846,IPSWICH,SUFFOLK,2024
337720,IPSWICH,SUFFOLK,2024
307970,IPSWICH,SUFFOLK,2024
243660,IPSWICH,SUFFOLK,2024
253110,IPSWICH,SUFFOLK,2024
253110,IPSWICH,SUFFOLK,2024
267285,IPSWICH,SUFFOLK,2024
320850,IPSWICH,SUFFOLK,2024
314338,IPSWICH,SUFFOLK,2024
285000,BURY ST EDMUNDS,SUFFOLK,2024
351500,BURY ST EDMUNDS,SUFFOLK,2024
465000,IPSWICH,SUFFOLK,2024
340000,IPSWICH,SUFFOLK,2024
314338,IPSWICH,SUFFOLK,2024
365000,KING'S LYNN,NORFOLK,2024
220000,THETFORD,NORFOLK,2024
295000,SWAFFHAM,NORFOLK,2024
455000,DEREHAM,NORFOLK,2024
268000,DEREHAM,NORFOLK,2024
340000,CROMER,NORFOLK,2024
190000,GREAT YARMOUTH,NORFOLK,2024
375000,NORTH WALSHAM,NORFOLK,2024
291400,NORWICH,NORFOLK,2024
270000,NORWICH,NORFOLK,2024
250000,KING'S LYNN,NORFOLK,2024
185000,FAKENHAM,NORFOLK,2024
410000,KING'S LYNN,NORFOLK,2024
264000,HUNSTANTON,NORFOLK,2024
180000,THETFORD,NORFOLK,2024
595000,HUNSTANTON,NORFOLK,2024
250000,THETFORD,NORFOLK,2024
310000,NORWICH,NORFOLK,2024
272500,NORWICH,NORFOLK,2024
255000,NORWICH,NORFOLK,2024
320000,NORTH WALSHAM,NORFOLK,2024
325000,KING'S LYNN,NORFOLK,2024
255000,DOWNHAM MARKET,NORFOLK,2024
220000,NORWICH,NORFOLK,2024
370000,WISBECH,NORFOLK,2024
160000,DEREHAM,NORFOLK,2024
352000,NORWICH,NORFOLK,2024
640000,DISS,NORFOLK,2024
332000,NORWICH,NORFOLK,2024
575000,NORWICH,NORFOLK,2024
405000,NORWICH,NORFOLK,2024
207000,NORWICH,NORFOLK,2024
314438,IPSWICH,SUFFOLK,2024
314338,IPSWICH,SUFFOLK,2024
325000,IPSWICH,SUFFOLK,2024
210585,IPSWICH,SUFFOLK,2024
253110,IPSWICH,SUFFOLK,2024
334545,IPSWICH,SUFFOLK,2024
115000,FELIXSTOWE,SUFFOLK,2024
115000,FELIXSTOWE,SUFFOLK,2024
163000,SOUTHWOLD,SUFFOLK,2024
115000,FELIXSTOWE,SUFFOLK,2024
115000,FELIXSTOWE,SUFFOLK,2024
115000,FELIXSTOWE,SUFFOLK,2024
455000,HAVERHILL,SUFFOLK,2024
215000,BURY ST EDMUNDS,SUFFOLK,2024
120000,IPSWICH,SUFFOLK,2024
220000,IPSWICH,SUFFOLK,2024
91864,EYE,SUFFOLK,2024
1670635,FELIXSTOWE,SUFFOLK,2024
87692,BURY ST EDMUNDS,SUFFOLK,2024
394615,BURY ST EDMUNDS,SUFFOLK,2024
327600,HAVERHILL,SUFFOLK,2024
331925,HAVERHILL,SUFFOLK,2024
515000,IPSWICH,SUFFOLK,2024
323050,HAVERHILL,SUFFOLK,2024
235000,FELIXSTOWE,SUFFOLK,2024
120000,HAVERHILL,SUFFOLK,2024
165000,LOWESTOFT,SUFFOLK,2024
172500,BURY ST EDMUNDS,SUFFOLK,2024
154000,HAVERHILL,SUFFOLK,2024
130000,LOWESTOFT,SUFFOLK,2024
280000,NEWMARKET,SUFFOLK,2024
260000,IPSWICH,SUFFOLK,2024
200000,KING'S LYNN,NORFOLK,2024
609000,NORWICH,NORFOLK,2024
225000,GREAT YARMOUTH,NORFOLK,2024
200000,ATTLEBOROUGH,NORFOLK,2024
222000,KING'S LYNN,NORFOLK,2024
361000,NORWICH,NORFOLK,2024
362800,NORWICH,NORFOLK,2024
330000,NORWICH,NORFOLK,2024
260000,NORWICH,NORFOLK,2024
268000,DEREHAM,NORFOLK,2024
379000,HOLT,NORFOLK,2024
230000,THETFORD,NORFOLK,2024
367031,NORWICH,NORFOLK,2024
257000,NORWICH,NORFOLK,2024
160000,NORWICH,NORFOLK,2024
185000,THETFORD,NORFOLK,2024
320000,ATTLEBOROUGH,NORFOLK,2024
425000,SHERINGHAM,NORFOLK,2024
150000,HUNSTANTON,NORFOLK,2024
330000,WISBECH,NORFOLK,2024
272500,NORWICH,NORFOLK,2024
340000,DEREHAM,NORFOLK,2024
265000,NORWICH,NORFOLK,2024
225000,ATTLEBOROUGH,NORFOLK,2024
500000,HOLT,NORFOLK,2024
85000,GREAT YARMOUTH,NORFOLK,2024
345000,NORWICH,NORFOLK,2024
268500,NORWICH,NORFOLK,2024
227500,DEREHAM,NORFOLK,2024
200000,THETFORD,NORFOLK,2024
635000,WALSINGHAM,NORFOLK,2024
212500,GREAT YARMOUTH,NORFOLK,2024
356000,NORWICH,NORFOLK,2024
330000,ATTLEBOROUGH,NORFOLK,2024
710000,HOLT,NORFOLK,2024
230000,DOWNHAM MARKET,NORFOLK,2024
160000,GREAT YARMOUTH,NORFOLK,2024
407500,NORWICH,NORFOLK,2024
425000,NORWICH,NORFOLK,2024
259000,KING'S LYNN,NORFOLK,2024
325000,NORWICH,NORFOLK,2024
249000,NORWICH,NORFOLK,2024
210000,NORWICH,NORFOLK,2024
360000,NORWICH,NORFOLK,2024
230000,NORWICH,NORFOLK,2024
225000,NORWICH,NORFOLK,2024
252000,NORWICH,NORFOLK,2024
255000,THETFORD,NORFOLK,2024
340000,BRANDON,NORFOLK,2024
475000,CROMER,NORFOLK,2024
400000,THETFORD,NORFOLK,2024
200000,WISBECH,NORFOLK,2024
545000,NORWICH,NORFOLK,2024
285000,DOWNHAM MARKET,NORFOLK,2024
350000,NORTH WALSHAM,NORFOLK,2024
430000,DEREHAM,NORFOLK,2024
170000,GREAT YARMOUTH,NORFOLK,2024
600000,DISS,NORFOLK,2024
950000,NORWICH,NORFOLK,2024
325000,NORWICH,NORFOLK,2024
215000,THETFORD,NORFOLK,2024
258000,NORWICH,NORFOLK,2024
390000,DEREHAM,NORFOLK,2024
300000,NORWICH,NORFOLK,2024
350000,THETFORD,NORFOLK,2024
22000,GREAT YARMOUTH,NORFOLK,2024
582000,NORWICH,NORFOLK,2024
175000,NORWICH,NORFOLK,2024
190000,FAKENHAM,NORFOLK,2024
260000,NORWICH,NORFOLK,2024
56000,NORWICH,NORFOLK,2024
230000,NORWICH,NORFOLK,2024
49500,NORWICH,NORFOLK,2024
205000,GREAT YARMOUTH,NORFOLK,2024
188800,KING'S LYNN,NORFOLK,2024
375000,DISS,NORFOLK,2024
28000,GREAT YARMOUTH,NORFOLK,2024
216000,NORWICH,NORFOLK,2024
1655000,NORWICH,NORFOLK,2024
28000,GREAT YARMOUTH,NORFOLK,2024
190000,NORWICH,NORFOLK,2024
290000,HARLESTON,NORFOLK,2024
148000,KING'S LYNN,NORFOLK,2024
501000,THETFORD,NORFOLK,2024
140000,NORWICH,NORFOLK,2024
183000,NORWICH,NORFOLK,2024
181000,DEREHAM,NORFOLK,2024
400000,NORWICH,NORFOLK,2024
79000,GREAT YARMOUTH,NORFOLK,2024
262000,NORWICH,NORFOLK,2024
550000,HOLT,NORFOLK,2024
280000,NORWICH,NORFOLK,2024
80000,NORWICH,NORFOLK,2024
450000,CROMER,NORFOLK,2024
110000,GREAT YARMOUTH,NORFOLK,2024
1587500,NORWICH,NORFOLK,2024
190000,THETFORD,NORFOLK,2024
150000,HOLT,NORFOLK,2024
1279994,WYMONDHAM,NORFOLK,2024
350000,KING'S LYNN,NORFOLK,2024
485000,THETFORD,NORFOLK,2024
350000,KING'S LYNN,NORFOLK,2024
321000,THETFORD,NORFOLK,2024
228000,KING'S LYNN,NORFOLK,2024
750000,KING'S LYNN,NORFOLK,2024
215000,GREAT YARMOUTH,NORFOLK,2024
92000,GREAT YARMOUTH,NORFOLK,2024
395000,NORWICH,NORFOLK,2024
120000,GREAT YARMOUTH,NORFOLK,2024
220000,NORWICH,NORFOLK,2024
70000,GREAT YARMOUTH,NORFOLK,2024
205000,NORWICH,NORFOLK,2024
345000,NORWICH,NORFOLK,2024
310000,HOLT,NORFOLK,2024
170000,THETFORD,NORFOLK,2024
450000,GREAT YARMOUTH,NORFOLK,2024
156500,KING'S LYNN,NORFOLK,2024
382000,DEREHAM,NORFOLK,2024
472000,GREAT YARMOUTH,NORFOLK,2024
470000,NORWICH,NORFOLK,2024
124500,THETFORD,NORFOLK,2024
968000,KING'S LYNN,NORFOLK,2024
128000,KING'S LYNN,NORFOLK,2024
255250,NORWICH,NORFOLK,2024
132500,NORWICH,NORFOLK,2024
455000,NORWICH,NORFOLK,2024
714999,HUNSTANTON,NORFOLK,2024
290000,NORWICH,NORFOLK,2024
369000,DISS,NORFOLK,2024
105000,WISBECH,NORFOLK,2024
260000,NORWICH,NORFOLK,2024
90000,GREAT YARMOUTH,NORFOLK,2024
276000,NORWICH,NORFOLK,2024
313000,NORWICH,NORFOLK,2024
275000,NORWICH,NORFOLK,2024
125000,NORWICH,NORFOLK,2024
34000,GREAT YARMOUTH,NORFOLK,2024
430951,NORWICH,NORFOLK,2024
135000,NORWICH,NORFOLK,2024
165000,NORWICH,NORFOLK,2024
165000,NORWICH,NORFOLK,2024
149000,NORWICH,NORFOLK,2024
170000,NORWICH,NORFOLK,2024
175000,NORWICH,NORFOLK,2024
490000,NORWICH,NORFOLK,2024
150000,WYMONDHAM,NORFOLK,2024
210000,NORWICH,NORFOLK,2024
177000,GREAT YARMOUTH,NORFOLK,2024
261000,KING'S LYNN,NORFOLK,2024
150000,ATTLEBOROUGH,NORFOLK,2024
200000,NORWICH,NORFOLK,2024
265000,NORWICH,NORFOLK,2024
100000,GREAT YARMOUTH,NORFOLK,2024
170000,GREAT YARMOUTH,NORFOLK,2024
100000,GREAT YARMOUTH,NORFOLK,2024
300000,NORWICH,NORFOLK,2024
170000,NORWICH,NORFOLK,2024
297422,HUNSTANTON,NORFOLK,2024
127000,NORWICH,NORFOLK,2024
145000,GREAT YARMOUTH,NORFOLK,2024
225000,NORWICH,NORFOLK,2024
220000,NORWICH,NORFOLK,2024
375000,NORWICH,NORFOLK,2024
152000,THETFORD,NORFOLK,2024
105000,ATTLEBOROUGH,NORFOLK,2024
1575000,NORWICH,NORFOLK,2024
425000,WISBECH,NORFOLK,2024
1050000,NORWICH,NORFOLK,2024
260000,NORWICH,NORFOLK,2024
135000,HUNSTANTON,NORFOLK,2024
825000,HOLT,NORFOLK,2024
282500,NORWICH,NORFOLK,2024
20000,GREAT YARMOUTH,NORFOLK,2024
240000,WYMONDHAM,NORFOLK,2024
247500,NORWICH,NORFOLK,2024
2820000,THETFORD,NORFOLK,2024
243000,KING'S LYNN,NORFOLK,2024
585000,HOLT,NORFOLK,2024
220000,KING'S LYNN,NORFOLK,2024
200000,NORWICH,NORFOLK,2024
160000,NORWICH,NORFOLK,2024
235000,NORWICH,NORFOLK,2024
547500,KING'S LYNN,NORFOLK,2024
227000,WYMONDHAM,NORFOLK,2024
35000,GREAT YARMOUTH,NORFOLK,2024
90000,KING'S LYNN,NORFOLK,2024
135000,NORWICH,NORFOLK,2024
26500,GREAT YARMOUTH,NORFOLK,2024
295000,NORWICH,NORFOLK,2024
149000,NORWICH,NORFOLK,2024
40000,CROMER,NORFOLK,2024
350000,NORWICH,NORFOLK,2024
35000,GREAT YARMOUTH,NORFOLK,2024
45000,NORWICH,NORFOLK,2024
495000,NORWICH,NORFOLK,2024
320000,WYMONDHAM,NORFOLK,2024
310000,WYMONDHAM,NORFOLK,2024
980000,HARLESTON,NORFOLK,2024
97000,NORWICH,NORFOLK,2024
600000,KING'S LYNN,NORFOLK,2024
70000,NORWICH,NORFOLK,2024
108000,NORWICH,NORFOLK,2024
250000,KING'S LYNN,NORFOLK,2024
165000,DEREHAM,NORFOLK,2024
302500,NORWICH,NORFOLK,2024
230000,KING'S LYNN,NORFOLK,2024
300000,GREAT YARMOUTH,NORFOLK,2024
650000,SHERINGHAM,NORFOLK,2024
187500,WISBECH,NORFOLK,2024
95040,DEREHAM,NORFOLK,2024
1101110,NORWICH,NORFOLK,2024
102278,NORWICH,NORFOLK,2024
279000,NORWICH,NORFOLK,2024
275000,WISBECH,NORFOLK,2024
297600,NORWICH,NORFOLK,2024
3000,NORWICH,NORFOLK,2024
115000,GREAT YARMOUTH,NORFOLK,2024
103000,GREAT YARMOUTH,NORFOLK,2024
195000,GREAT YARMOUTH,NORFOLK,2024
135000,NORWICH,NORFOLK,2024
190000,NORWICH,NORFOLK,2024
33000,NEWMARKET,SUFFOLK,2024
340000,GREAT YARMOUTH,NORFOLK,2024
152000,NORWICH,NORFOLK,2024
270000,FAKENHAM,NORFOLK,2024
162000,GREAT YARMOUTH,NORFOLK,2024
32500,GREAT YARMOUTH,NORFOLK,2024
425000,GREAT YARMOUTH,NORFOLK,2024
100000,NORWICH,NORFOLK,2024
24000,GREAT YARMOUTH,NORFOLK,2024
30000,GREAT YARMOUTH,NORFOLK,2024
46500,GREAT YARMOUTH,NORFOLK,2024
105000,THETFORD,NORFOLK,2024
23000,GREAT YARMOUTH,NORFOLK,2024
140000,GREAT YARMOUTH,NORFOLK,2024
18000,GREAT YARMOUTH,NORFOLK,2024
610000,NORWICH,NORFOLK,2024
220000,NORWICH,NORFOLK,2024
80000,NORWICH,NORFOLK,2024
2300000,THETFORD,NORFOLK,2024
245000,KING'S LYNN,NORFOLK,2024
1200000,NORWICH,NORFOLK,2024
255000,NORTH WALSHAM,NORFOLK,2024
305000,NORWICH,NORFOLK,2024
745000,DEREHAM,NORFOLK,2024
600000,WOODBRIDGE,SUFFOLK,2024
86666,IPSWICH,SUFFOLK,2024
206000,SUDBURY,SUFFOLK,2024
625000,IPSWICH,SUFFOLK,2024
280000,FELIXSTOWE,SUFFOLK,2024
125000,FELIXSTOWE,SUFFOLK,2024
245000,IPSWICH,SUFFOLK,2024
385000,FELIXSTOWE,SUFFOLK,2024
295000,SUDBURY,SUFFOLK,2024
120000,NEWMARKET,SUFFOLK,2024
525000,BURY ST EDMUNDS,SUFFOLK,2024
137000,IPSWICH,SUFFOLK,2024
177750,IPSWICH,SUFFOLK,2024
84000,HAVERHILL,SUFFOLK,2024
134000,FELIXSTOWE,SUFFOLK,2024
152750,FELIXSTOWE,SUFFOLK,2024
152750,FELIXSTOWE,SUFFOLK,2024
152750,FELIXSTOWE,SUFFOLK,2024
152750,FELIXSTOWE,SUFFOLK,2024
235000,SUDBURY,SUFFOLK,2024
145000,STOWMARKET,SUFFOLK,2024
345950,MANNINGTREE,SUFFOLK,2024
30000,IPSWICH,SUFFOLK,2024
2375000,IPSWICH,SUFFOLK,2024
154000,FELIXSTOWE,SUFFOLK,2024
311996,BURY ST EDMUNDS,SUFFOLK,2024
245000,FELIXSTOWE,SUFFOLK,2024
215000,FELIXSTOWE,SUFFOLK,2024
305996,BURY ST EDMUNDS,SUFFOLK,2024
984000,BURY ST EDMUNDS,SUFFOLK,2024
306900,STOWMARKET,SUFFOLK,2024
115000,IPSWICH,SUFFOLK,2024
235000,BURY ST EDMUNDS,SUFFOLK,2024
205000,IPSWICH,SUFFOLK,2024
170000,FELIXSTOWE,SUFFOLK,2024
155000,IPSWICH,SUFFOLK,2024
256000,IPSWICH,SUFFOLK,2024
172500,BECCLES,SUFFOLK,2024
167500,STOWMARKET,SUFFOLK,2024
165000,IPSWICH,SUFFOLK,2024
230000,IPSWICH,SUFFOLK,2024
2000000,SOUTHWOLD,SUFFOLK,2024
180000,BURY ST EDMUNDS,SUFFOLK,2024
625000,LOWESTOFT,SUFFOLK,2024
168000,LOWESTOFT,SUFFOLK,2024
79310,BURY ST EDMUNDS,SUFFOLK,2024
230000,BURY ST EDMUNDS,SUFFOLK,2024
190000,NEWMARKET,SUFFOLK,2024
250000,STOWMARKET,SUFFOLK,2024
162000,BURY ST EDMUNDS,SUFFOLK,2024
160000,LOWESTOFT,SUFFOLK,2024
219500,FELIXSTOWE,SUFFOLK,2024
212000,BURY ST EDMUNDS,SUFFOLK,2024
348000,FELIXSTOWE,SUFFOLK,2024
480000,HALESWORTH,SUFFOLK,2024
240000,NEWMARKET,SUFFOLK,2024
186000,BURY ST EDMUNDS,SUFFOLK,2024
134500,SUDBURY,SUFFOLK,2024
128500,IPSWICH,SUFFOLK,2024
770000,NEWMARKET,SUFFOLK,2024
350000,IPSWICH,SUFFOLK,2024
118700,STOWMARKET,SUFFOLK,2024
280000,LOWESTOFT,SUFFOLK,2024
205000,IPSWICH,SUFFOLK,2024
770000,IPSWICH,SUFFOLK,2024
250000,IPSWICH,SUFFOLK,2024
80000,LOWESTOFT,SUFFOLK,2024
275000,SUDBURY,SUFFOLK,2024
135000,BECCLES,SUFFOLK,2024
67000,LOWESTOFT,SUFFOLK,2024
140000,IPSWICH,SUFFOLK,2024
227500,FELIXSTOWE,SUFFOLK,2024
175000,IPSWICH,SUFFOLK,2024
265000,FELIXSTOWE,SUFFOLK,2024
155000,BRANDON,SUFFOLK,2024
200000,IPSWICH,SUFFOLK,2024
220000,STOWMARKET,SUFFOLK,2024
27458000,IPSWICH,SUFFOLK,2024
1775000,NEWMARKET,SUFFOLK,2024
355099,SUDBURY,SUFFOLK,2024
360000,IPSWICH,SUFFOLK,2024
185000,IPSWICH,SUFFOLK,2024
150000,IPSWICH,SUFFOLK,2024
550000,BURY ST EDMUNDS,SUFFOLK,2024
625000,NEWMARKET,SUFFOLK,2024
432500,LEISTON,SUFFOLK,2024
60000,IPSWICH,SUFFOLK,2024
109000,IPSWICH,SUFFOLK,2024
160000,LOWESTOFT,SUFFOLK,2024
200000,IPSWICH,SUFFOLK,2024
310000,WOODBRIDGE,SUFFOLK,2024
525000,WOODBRIDGE,SUFFOLK,2024
2225000,WOODBRIDGE,SUFFOLK,2024
4000000,IPSWICH,SUFFOLK,2024
715000,IPSWICH,SUFFOLK,2024
206000,LOWESTOFT,SUFFOLK,2024
249000,LEISTON,SUFFOLK,2024
111000,BURY ST EDMUNDS,SUFFOLK,2024
130000,IPSWICH,SUFFOLK,2024
130000,IPSWICH,SUFFOLK,2024
126000,SUDBURY,SUFFOLK,2024
550000,NEWMARKET,SUFFOLK,2024
126333,IPSWICH,SUFFOLK,2024
139000,SAXMUNDHAM,SUFFOLK,2024
170000,BRANDON,SUFFOLK,2024
325000,IPSWICH,SUFFOLK,2024
118333,IPSWICH,SUFFOLK,2024
114166,IPSWICH,SUFFOLK,2024
270000,HALESWORTH,SUFFOLK,2024
1430000,EYE,SUFFOLK,2024
111666,IPSWICH,SUFFOLK,2024
101666,IPSWICH,SUFFOLK,2024
95500,IPSWICH,SUFFOLK,2024
364000,NEWMARKET,SUFFOLK,2024
2450000,NEWMARKET,SUFFOLK,2024
48000,IPSWICH,SUFFOLK,2024
260000,IPSWICH,SUFFOLK,2024
400000,BURY ST EDMUNDS,SUFFOLK,2024
325000,IPSWICH,SUFFOLK,2024
152500,IPSWICH,SUFFOLK,2024
85000,SOUTHWOLD,SUFFOLK,2024
112500,IPSWICH,SUFFOLK,2024
335000,STOWMARKET,SUFFOLK,2024
450000,IPSWICH,SUFFOLK,2024
1975000,IPSWICH,SUFFOLK,2024
400000,BURY ST EDMUNDS,SUFFOLK,2024
347500,BURY ST EDMUNDS,SUFFOLK,2024
223000,STOWMARKET,SUFFOLK,2024
250000,LOWESTOFT,SUFFOLK,2024
195000,SAXMUNDHAM,SUFFOLK,2024
220000,NEWMARKET,SUFFOLK,2024
87000,LOWESTOFT,SUFFOLK,2024
65000,LOWESTOFT,SUFFOLK,2024
975000,COLCHESTER,SUFFOLK,2024
275000,FELIXSTOWE,SUFFOLK,2024
171500,SAXMUNDHAM,SUFFOLK,2024
